,K55 CNC,Machine_Type,Total_Dim_x,Sample_Taken,OK_Count,Yield%_y,Shift1_Sample_Taken,Shift1_DIM_Inspected,Shift1_OK_Count,Shift1_NG_Count,Shift1_NG_List,Shift2_Sample_Taken,Shift2_DIM_Inspected,Shift2_OK_Count,Shift2_NG_Count,Shift2_NG_List,Shift3_Sample_Taken,Shift3_DIM_Inspected,Shift3_OK_Count,Shift3_NG_Count,Shift3_NG_List
1515,BM1L1C1F47,LR,16,39,39.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,39.0,12.0,39.0,0.0,0
1517,BM1L1C1F47,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1519,BM1L2C1F01,BU,33,15,15.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,15.0,0.0,0
1520,BM1L2C1F01,LR,16,13,13.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,12.0,13.0,0.0,0
1521,BM1L2C1F01,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1522,BM1L2C1F02,BU,33,30,30.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,11.0,30.0,0.0,0
1523,BM1L2C1F02,LR,16,26,26.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,12.0,26.0,0.0,0
1524,BM1L2C1F02,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1525,BM1L2C1F03,BU,33,15,14.0,93.3%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,14.0,1.0,"('P64',)"
1526,BM1L2C1F03,LR,16,13,13.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,12.0,13.0,0.0,0
1527,BM1L2C1F03,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1528,BM1L2C1F04,BU,33,30,30.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,11.0,30.0,0.0,0
1529,BM1L2C1F04,LR,16,26,26.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,12.0,26.0,0.0,0
1530,BM1L2C1F04,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1531,BM1L2C1F05,BU,33,15,15.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,15.0,0.0,0
1532,BM1L2C1F05,LR,16,13,13.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,12.0,13.0,0.0,0
1533,BM1L2C1F05,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1534,BM1L2C1F06,BU,33,15,15.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,15.0,0.0,0
1535,BM1L2C1F06,LR,16,13,13.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,12.0,13.0,0.0,0
1536,BM1L2C1F06,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1537,BM1L2C1F07,BU,33,15,15.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,15.0,0.0,0
1538,BM1L2C1F07,LR,16,13,13.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,12.0,13.0,0.0,0
1539,BM1L2C1F07,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1540,BM1L2C1F08,BU,33,15,15.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,15.0,0.0,0
1541,BM1L2C1F08,LR,16,13,13.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,12.0,13.0,0.0,0
1542,BM1L2C1F08,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1543,BM1L2C1F09,BU,33,15,15.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,15.0,0.0,0
1544,BM1L2C1F09,LR,16,13,13.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,12.0,13.0,0.0,0
1545,BM1L2C1F09,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1546,BM1L2C1F14,BU,33,60,59.0,98.3%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,60.0,11.0,59.0,1.0,"('P66',)"
1548,BM1L2C1F15,BU,33,60,58.0,96.7%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,60.0,11.0,58.0,2.0,"('P66',)"
1550,BM1L2C1F33,BU,33,34,34.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,34.0,12.0,34.0,0.0,0
1552,BM1L2C1F33,LR,16,52,51.0,98.1%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,52.0,12.0,51.0,1.0,"('FAI0780',)"
1554,BM1L2C1F33,RR,7,21,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1556,BM1L3C1F10,BU,33,34,34.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,34.0,11.0,34.0,0.0,0
1558,BM1L3C1F10,LR,16,26,26.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,12.0,26.0,0.0,0
1560,BM1L3C1F10,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1562,BM1L3C1F16,LR,16,26,26.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,12.0,26.0,0.0,0
1564,BM1L3C1F16,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1566,BM1L3C1F24,LR,16,39,39.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,39.0,12.0,39.0,0.0,0
1568,BM1L3C1F24,RR,7,21,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1570,BM1L3C1F26,BU,33,15,14.0,93.3%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,14.0,1.0,"('P66',)"
1571,BM1L3C1F27,BU,33,34,34.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,34.0,12.0,34.0,0.0,0
1573,BM1L3C1F27,LR,16,65,65.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,65.0,12.0,65.0,0.0,0
1575,BM1L3C1F27,RR,7,28,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1577,BM1L3C1F29,BU,33,30,30.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,11.0,30.0,0.0,0
1579,BM1L3C1F29,LR,16,26,26.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,12.0,26.0,0.0,0
1581,BM1L3C1F29,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1583,BM1L3C1F3,BU,33,15,15.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,15.0,0.0,0
1584,BM1L3C1F3,LR,16,13,13.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,12.0,13.0,0.0,0
1585,BM1L3C1F3,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1586,BM1L3C1F40,BU,33,30,30.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,11.0,30.0,0.0,0
1588,BM1L3C1F40,LR,16,26,26.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,12.0,26.0,0.0,0
1590,BM1L3C1F40,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1592,BM1L3C1F5,BU,33,30,30.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,11.0,30.0,0.0,0
1594,BM1L3C1F5,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1596,BM1L4C1F1,BU,33,15,14.0,93.3%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,14.0,1.0,"('P66',)"
1597,BM1L4C1F1,LR,16,13,13.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,12.0,13.0,0.0,0
1598,BM1L4C1F1,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1599,BM1L4C1F10,BU,33,15,15.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,15.0,0.0,0
1600,BM1L4C1F10,LR,16,13,13.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,12.0,13.0,0.0,0
1601,BM1L4C1F10,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1602,BM1L4C1F11,BU,33,15,15.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,15.0,0.0,0
1603,BM1L4C1F11,LR,16,13,13.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,12.0,13.0,0.0,0
1604,BM1L4C1F11,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1605,BM1L4C1F113,BU,33,15,15.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,15.0,0.0,0
1606,BM1L4C1F113,LR,16,13,13.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,12.0,13.0,0.0,0
1607,BM1L4C1F113,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1608,BM1L4C1F12,BU,33,30,30.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,11.0,30.0,0.0,0
1610,BM1L4C1F12,LR,16,52,52.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,52.0,12.0,52.0,0.0,0
1612,BM1L4C1F12,RR,7,21,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1614,BM1L4C1F22,BU,33,15,15.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,15.0,0.0,0
1615,BM1L4C1F22,LR,16,13,13.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,12.0,13.0,0.0,0
1616,BM1L4C1F22,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1617,BM1L4C1F40,BU,33,30,30.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,11.0,30.0,0.0,0
1619,BM1L4C1F40,LR,16,39,38.0,97.4%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,39.0,12.0,38.0,1.0,0
1621,BM1L4C1F40,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1623,BM1L4C1F41,BU,33,45,45.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,45.0,11.0,45.0,0.0,0
1625,BM1L4C1F41,LR,16,26,26.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,12.0,26.0,0.0,0
1627,BM1L4C1F41,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1629,BM1L4C1F42,BU,33,30,29.0,96.7%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,11.0,29.0,1.0,0
1631,BM1L4C1F42,LR,16,52,52.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,52.0,12.0,52.0,0.0,0
1633,BM1L4C1F42,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1635,BM2L1C1F31,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
